CityTown;Population;Latitude;Longitude
Chelyabinsk, Lesoparkovaya, 7b;462;55.155376;61.368561
Chelyabinsk, Lesoparkovaya, 7v;811;55.154933;61.368076
Chelyabinsk, Lesoparkovaya, 8;5 305;55.150417;61.361599
Chelyabinsk, Lesoparkovaya, 9;106;55.152737;61.366244
Chelyabinsk, Libedinskogo, 25;85;55.186864;61.41822
Chelyabinsk, Libedinskogo, 27;43;55.186268;61.418202
Chelyabinsk, Libedinskogo, 29;89;55.184664;61.418418
Chelyabinsk, Libedinskogo, 31;90;55.183919;61.418786
Chelyabinsk, Libedinskogo, 33;85;55.18323;61.419235
Chelyabinsk, Libedinskogo, 37;176;55.182007;61.420017
Chelyabinsk, Libedinskogo, 39;93;55.180465;61.421032
Chelyabinsk, Libedinskogo, 45;125;55.17737;61.423044
Chelyabinsk, Libedinskogo, 47a;142;55.176419;61.424481
Chelyabinsk, Libedinskogo, 51;74;55.174578;61.425119
Chelyabinsk, Libedinskogo, 53;42;55.173781;61.426063
Chelyabinsk, Lizy Chaykinoy, 11;77;55.120609;61.45992
Chelyabinsk, Lizy Chaykinoy, 11a;96;55.120732;61.46178
Chelyabinsk, Lizy Chaykinoy, 13;172;55.12135;61.458537
Chelyabinsk, Lizy Chaykinoy, 17;164;55.11874;61.456354
Chelyabinsk, Lizy Chaykinoy, 19;102;55.116454;61.45488
Chelyabinsk, Lizy Chaykinoy, 3a;47;55.124408;61.464421
Chelyabinsk, Lizy Chaykinoy, 9;46;55.121633;61.460198
Chelyabinsk, Lipetskaya, 1;82;55.259556;61.385486
Chelyabinsk, Lipetskaya, 12;52;55.256288;61.384866
Chelyabinsk, Lipetskaya, 15;109;55.255754;61.385674
Chelyabinsk, Lipetskaya, 16;51;55.255293;61.38483
Chelyabinsk, Lipetskaya, 16a;34;55.255277;61.383967
Chelyabinsk, Lipetskaya, 1a;139;55.259217;61.386788
Chelyabinsk, Lipetskaya, 2;45;55.259443;61.384866
Chelyabinsk, Lipetskaya, 22;87;55.253799;61.385045
Chelyabinsk, Lipetskaya, 23;165;55.253799;61.385746
Chelyabinsk, Lipetskaya, 24;44;55.253322;61.384848
Chelyabinsk, Lipetskaya, 25;107;55.253281;61.385881
Chelyabinsk, Lipetskaya, 29;31;55.251767;61.386177
Chelyabinsk, Lipetskaya, 7;56;55.257976;61.385522
Chelyabinsk, Litovskaya, 10b;90;55.131136;61.444514
Chelyabinsk, Lobinskiy 10-y pereulok, 2;69;55.168079;61.535154
Chelyabinsk, Lobinskiy 10-y pereulok, 3;99;55.168069;61.537004
Chelyabinsk, Lobinskiy 10-y pereulok, 3a;64;55.167868;61.536007
Chelyabinsk, Lobkova, 2;118;55.175118;61.41858
Chelyabinsk, Lobyrina, 11;302;55.214363;61.302311
Chelyabinsk, Lobyrina, 11a;114;55.214774;61.301322
Chelyabinsk, Lobyrina, 11b;189;55.214707;61.300613
Chelyabinsk, Lobyrina, 13;176;55.214476;61.303649
Chelyabinsk, Lobyrina, 5;57;55.2133;61.300945
Chelyabinsk, Lobyrina, 7;653;55.213834;61.301125
Chelyabinsk, Lobyrina, 9;404;55.21389;61.302257
Chelyabinsk, Lovina, 13;146;55.162047;61.439322
Chelyabinsk, Lovina, 17;47;55.162186;61.437112
Chelyabinsk, Lovina, 18;211;55.162376;61.448395
Chelyabinsk, Lovina, 19;53;55.162253;61.435764
Chelyabinsk, Lovina, 20;160;55.162335;61.447406
Chelyabinsk, Lovina, 22;186;55.16235;61.446688
Chelyabinsk, Lovina, 26;169;55.162443;61.444954
Chelyabinsk, Lovina, 30;68;55.162566;61.443301
Chelyabinsk, Lovina, 36;57;55.162433;61.439852
Chelyabinsk, Lovina, 38;97;55.162515;61.438298
Chelyabinsk, Luganskaya, 3;369;55.136771;61.40117
Chelyabinsk, Luganskaya, 5;345;55.13708;61.399823
Chelyabinsk, Luganskaya, 7;65;55.137301;61.398583
Chelyabinsk, Lyublinskaya, 36;43;55.100979;61.489511
Chelyabinsk, Magnitogorskaya, 89;142;55.100237;61.479171
Chelyabinsk, Magnitogorskaya, 91;232;55.098326;61.480797
Chelyabinsk, Mamina, 1;30;55.19762;61.47185
Chelyabinsk, Mamina, 11;324;55.196115;61.479027
Chelyabinsk, Mamina, 11a;54;55.195621;61.481246
Chelyabinsk, Mamina, 11v;215;55.197168;61.482746
Chelyabinsk, Mamina, 19;207;55.192112;61.482001
Chelyabinsk, Mamina, 23;185;55.18927;61.48386
Chelyabinsk, Mamina, 25a;500;55.190256;61.485836
Chelyabinsk, Mamina, 27a;373;55.173745;61.483743
Chelyabinsk, Mamina, 29a;108;55.187836;61.48492
Chelyabinsk, Mamina, 3;102;55.196963;61.473485
Chelyabinsk, Mamina, 3a;118;55.197667;61.474437
Chelyabinsk, Mamina, 5;98;55.196238;61.47635
Chelyabinsk, Mamina, 5b;189;55.19779;61.475515
Chelyabinsk, Mamina, 6v;67;55.197112;61.483627
Chelyabinsk, Mamina, 7;259;55.196588;61.47768
Chelyabinsk, Mamina, 7a;51;55.197507;61.476566
Chelyabinsk, Mamina, 9a;75;55.197446;61.47856
Chelyabinsk, Mamina pereulok, 1;294;55.193581;61.484615
Chelyabinsk, Mamina pereulok, 1a;48;55.193032;61.485657
Chelyabinsk, Mamina pereulok, 1b;490;55.19206;61.48589
Chelyabinsk, Mamina pereulok, 2;64;55.195539;61.485648
Chelyabinsk, Mamina pereulok, 25a;75;55.195097;61.482585
Chelyabinsk, Mamina pereulok, 2a;64;55.196433;61.485693
Chelyabinsk, Mamina pereulok, 3;188;55.193453;61.482638
Chelyabinsk, Mamina pereulok, 6;164;55.195164;61.483761
Chelyabinsk, Mamina pereulok, 6a;121;55.195925;61.482926
Chelyabinsk, Martenovskaya, 16;340;55.239887;61.397469
Chelyabinsk, Martenovskaya, 18;166;55.239727;61.396059
Chelyabinsk, Marchenko, 11;44;55.171499;61.463675
Chelyabinsk, Marchenko, 11a;44;55.171293;61.464295
Chelyabinsk, Marchenko, 11b;31;55.170527;61.464322
Chelyabinsk, Marchenko, 11d;208;55.170738;61.46637
Chelyabinsk, Marchenko, 13;43;55.170614;61.46292
Chelyabinsk, Marchenko, 13a;55;55.1701;61.463998
Chelyabinsk, Marchenko, 13b;41;55.169951;61.465265
Chelyabinsk, Marchenko, 13v;61;55.169565;61.466891
Chelyabinsk, Marchenko, 13g;74;55.170347;61.465597
Chelyabinsk, Marchenko, 14;84;55.172224;61.46319
Chelyabinsk, Marchenko, 15;118;55.169735;61.462193
Chelyabinsk, Marchenko, 15a;87;55.169457;61.46284
Chelyabinsk, Marchenko, 15v;32;55.169108;61.464519
Chelyabinsk, Marchenko, 16;43;55.171231;61.462426
Chelyabinsk, Marchenko, 17;42;55.168969;61.461609
Chelyabinsk, Marchenko, 17a;74;55.168758;61.462283
Chelyabinsk, Marchenko, 17b;42;55.168542;61.463154
Chelyabinsk, Marchenko, 19a;47;55.167945;61.462202
Chelyabinsk, Marchenko, 2;158;55.174938;61.465202
Chelyabinsk, Marchenko, 21a;87;55.167369;61.461267
Chelyabinsk, Marchenko, 21b;42;55.167174;61.46213
Chelyabinsk, Marchenko, 21v;132;55.166994;61.462849
Chelyabinsk, Marchenko, 23a;46;55.166588;61.460693
Chelyabinsk, Marchenko, 25;96;55.166228;61.459857
Chelyabinsk, Marchenko, 27;221;55.165148;61.458878
Chelyabinsk, Marchenko, 29;41;55.164505;61.458267
Chelyabinsk, Marchenko, 29b;29;55.164346;61.45904
Chelyabinsk, Marchenko, 33b;67;55.162139;61.460908
Chelyabinsk, Marchenko, 33v;102;55.161887;61.461968
Chelyabinsk, Marchenko, 35;89;55.162427;61.457872
Chelyabinsk, Marchenko, 35a;174;55.162037;61.458608
Chelyabinsk, Marchenko, 37;110;55.162181;61.456381
Chelyabinsk, Marchenko, 37a;310;55.16199;61.457324
Chelyabinsk, Marchenko, 37b;57;55.161558;61.457054
Chelyabinsk, Marchenko, 39;383;55.161167;61.455851
Chelyabinsk, Marchenko, 7v;50;55.171756;61.467798
Chelyabinsk, Marchenko, 9v;65;55.171658;61.466226
Chelyabinsk, Marchenko, 9g;32;55.171432;61.466891
Chelyabinsk, Marshala Chuykova, 34;538;55.216802;61.293857
Chelyabinsk, Marshala Chuykova, 36;237;55.217342;61.293067
Chelyabinsk, Maslennikova, 10;64;55.119471;61.462669
Chelyabinsk, Maslennikova, 12;92;55.119821;61.46204
Chelyabinsk, Maslennikova, 13;65;55.117659;61.461393
Chelyabinsk, Maslennikova, 15;43;55.118416;61.460459
Chelyabinsk, Maslennikova, 16;252;55.119229;61.460243
Chelyabinsk, Maslennikova, 17;45;55.117726;61.459471
Chelyabinsk, Maslennikova, 18;87;55.11977;61.457414
Chelyabinsk, Maslennikova, 19;65;55.118956;61.457899
Chelyabinsk, Maslennikova, 4;48;55.118055;61.467331
Chelyabinsk, Maslennikova, 5;87;55.116541;61.466487
Chelyabinsk, Maslennikova, 6;206;55.118122;61.465247
Chelyabinsk, Maslennikova, 8;60;55.118586;61.463352
Chelyabinsk, Maslennikova, 8a;130;55.118997;61.463657
Chelyabinsk, Maslennikova, 9;146;55.116886;61.464654
Chelyabinsk, Mashinostroiteley, 10;105;55.124341;61.473871
Chelyabinsk, Mashinostroiteley, 12;114;55.123507;61.471814
Chelyabinsk, Mashinostroiteley, 24;40;55.119842;61.471275
Chelyabinsk, Mashinostroiteley, 26a;127;55.119471;61.469245
Chelyabinsk, Mashinostroiteley, 28;41;55.118791;61.470529
Chelyabinsk, Mashinostroiteley, 32a;65;55.117952;61.468508
Chelyabinsk, Mashinostroiteley, 33;62;55.112788;61.468571
Chelyabinsk, Mashinostroiteley, 34;92;55.11717;61.46955
Chelyabinsk, Mashinostroiteley, 37;102;55.111887;61.467798
Chelyabinsk, Mashinostroiteley, 42;59;55.114621;61.467996
Chelyabinsk, Mashinostroiteley, 44;133;55.113931;61.467574
Chelyabinsk, Mebelnaya, 37;77;55.120362;61.376853
Chelyabinsk, Mebelnaya, 39;42;55.120938;61.375658
Chelyabinsk, Mebelnaya, 45a;42;55.120516;61.375739
Chelyabinsk, Mebelnaya, 47a;56;55.120475;61.37502
Chelyabinsk, Mebelnaya, 51;42;55.121633;61.373457
Chelyabinsk, Mebelnaya, 56;112;55.122297;61.374221
Chelyabinsk, Mebelnaya, 77;245;55.124429;61.368669
Chelyabinsk, Mebelnaya, 81;85;55.124985;61.36645
Chelyabinsk, Mebelnaya, 85;61;55.125149;61.365705
Chelyabinsk, Mebelnaya, 85a;45;55.12482;61.365175
Chelyabinsk, Mebelnaya, 86;31;55.125222;61.367861
Chelyabinsk, Mebelnyy 2-y pereulok, 4;221;55.117185;61.378856
Chelyabinsk, Medgorodok, 10;200;55.138526;61.368849
Chelyabinsk, Melkombinat 2 1-y uchastok, 10;33;55.16921;61.350909
Chelyabinsk, Melkombinat 2 1-y uchastok, 16;146;55.16866;61.350658
Chelyabinsk, Melkombinat 2 1-y uchastok, 18;1 679;55.159897;61.402554
Chelyabinsk, Melkombinat 2 1-y uchastok, 32;31;55.170558;61.345897
Chelyabinsk, Melkombinat 2 1-y uchastok, 39;169;55.159897;61.402554
Chelyabinsk, Melkombinat 2 1-y uchastok, 4;96;55.159897;61.402554
Chelyabinsk, Melkombinat 2 1-y uchastok, 8;89;55.168809;61.349849
Chelyabinsk, Metallurgov shosse, 11;82;55.249417;61.396652
Chelyabinsk, Metallurgov shosse, 12;75;55.250715;61.398448
Chelyabinsk, Metallurgov shosse, 13;77;55.249258;61.395511
Chelyabinsk, Metallurgov shosse, 15;59;55.249032;61.394729
Chelyabinsk, Metallurgov shosse, 18;125;55.250295;61.395996
Chelyabinsk, Metallurgov shosse, 19;256;55.248781;61.392825
Chelyabinsk, Metallurgov shosse, 20a;260;55.250875;61.395241
Chelyabinsk, Metallurgov shosse, 22;74;55.250023;61.394388
Chelyabinsk, Metallurgov shosse, 24a;203;55.250526;61.393508
Chelyabinsk, Metallurgov shosse, 25;57;55.24818;61.389088
Chelyabinsk, Metallurgov shosse, 25a;46;55.247616;61.388666
Chelyabinsk, Metallurgov shosse, 25b;96;55.247585;61.389582
Chelyabinsk, Metallurgov shosse, 26;40;55.249735;61.392609
Chelyabinsk, Metallurgov shosse, 27;72;55.247934;61.387722
Chelyabinsk, Metallurgov shosse, 29a;103;55.247211;61.386276
Chelyabinsk, Metallurgov shosse, 3;67;55.249535;61.402024
Chelyabinsk, Metallurgov shosse, 31;43;55.247149;61.384453
Chelyabinsk, Metallurgov shosse, 31a;90;55.247092;61.385647
Chelyabinsk, Metallurgov shosse, 33;75;55.246923;61.382961
Chelyabinsk, Metallurgov shosse, 33a;45;55.246487;61.38227
Chelyabinsk, Metallurgov shosse, 35;32;55.246764;61.380967
Chelyabinsk, Metallurgov shosse, 35a;32;55.246369;61.38156
Chelyabinsk, Metallurgov shosse, 35b;606;55.245784;61.38032
Chelyabinsk, Metallurgov shosse, 3a;101;55.248925;61.401781
Chelyabinsk, Metallurgov shosse, 41;31;55.245522;61.376431
Chelyabinsk, Metallurgov shosse, 43;32;55.245917;61.376008
Chelyabinsk, Metallurgov shosse, 47a;90;55.243859;61.372909
Chelyabinsk, Metallurgov shosse, 49;92;55.244778;61.370933
Chelyabinsk, Metallurgov shosse, 49a;392;55.242653;61.372002
Chelyabinsk, Metallurgov shosse, 51;33;55.244629;61.370062
Chelyabinsk, Metallurgov shosse, 51a;237;55.24271;61.370987
Chelyabinsk, Metallurgov shosse, 53a;206;55.242468;61.370223
Chelyabinsk, Metallurgov shosse, 53b;127;55.242099;61.369469
Chelyabinsk, Metallurgov shosse, 55;132;55.244003;61.367735
Chelyabinsk, Metallurgov shosse, 55a;77;55.242694;61.368516
Chelyabinsk, Metallurgov shosse, 61;150;55.243546;61.365381
Chelyabinsk, Metallurgov shosse, 61a;88;55.243998;61.364788
Chelyabinsk, Metallurgov shosse, 63;43;55.243418;61.364627
Chelyabinsk, Metallurgov shosse, 7;42;55.249515;61.398844
Chelyabinsk, Metallurgov shosse, 70;34;55.247231;61.378748
Chelyabinsk, Metallurgov shosse, 72;210;55.246692;61.375398
Chelyabinsk, Metallurgov shosse, 74;354;55.246466;61.374032
Chelyabinsk, Metallurgov shosse, 76;37;55.246472;61.373376
Chelyabinsk, Metallurgov shosse, 76a;62;55.247108;61.373035
Chelyabinsk, Metallurgov shosse, 80;150;55.246441;61.371041
Chelyabinsk, Metallurgov shosse, 80a;32;55.247113;61.370987
Chelyabinsk, Metallurgov shosse, 84a;133;55.247021;61.36919
Chelyabinsk, Mira, 1;33;55.254477;61.402015
Chelyabinsk, Mira, 10;650;55.255395;61.398933
Chelyabinsk, Mira, 11;52;55.254477;61.398457
Chelyabinsk, Mira, 12;49;55.254908;61.397963
Chelyabinsk, Mira, 15;52;55.25442;61.396158
Chelyabinsk, Mira, 19;157;55.254056;61.394981
Chelyabinsk, Mira, 20;101;55.255441;61.394109
Chelyabinsk, Mira, 22;68;55.254846;61.393642
Chelyabinsk, Mira, 22a;63;55.2554;61.393418
Chelyabinsk, Mira, 24;128;55.254841;61.392636
Chelyabinsk, Mira, 25;135;55.254076;61.393472
Chelyabinsk, Mira, 25a;586;55.254318;61.392906
Chelyabinsk, Mira, 26;67;55.254815;61.3919
Chelyabinsk, Mira, 27;34;55.254307;61.391998
Chelyabinsk, Mira, 28;63;55.2548;61.390543
Chelyabinsk, Mira, 30;63;55.254779;61.389681
Chelyabinsk, Mira, 32;63;55.254887;61.388908
Chelyabinsk, Mira, 35;36;55.254379;61.389447
Chelyabinsk, Mira, 36;177;55.254774;61.387794
Chelyabinsk, Mira, 38a;113;55.255226;61.386878
Chelyabinsk, Mira, 39;107;55.254323;61.388234
Chelyabinsk, Mira, 4;122;55.255457;61.401152
Chelyabinsk, Mira, 41;109;55.254133;61.387642
Chelyabinsk, Mira, 42;215;55.254718;61.384641
Chelyabinsk, Mira, 43;38;55.254307;61.387049
Chelyabinsk, Mira, 44;69;55.254708;61.383491
Chelyabinsk, Mira, 44a;54;55.255272;61.383285
Chelyabinsk, Mira, 45;35;55.254143;61.386366
Chelyabinsk, Mira, 48;128;55.254661;61.381479
Chelyabinsk, Mira, 48a;51;55.255246;61.381614
Chelyabinsk, Mira, 50;123;55.254723;61.38041
Chelyabinsk, Mira, 6;168;55.254923;61.400559
Chelyabinsk, Mira, 61;75;55.25423;61.380159
Chelyabinsk, Mira, 6a;160;55.2558;61.400299
Chelyabinsk, Mira, 7;64;55.254348;61.400137
Chelyabinsk, Mnogostanochnikov, 2;108;55.130477;61.44623
Chelyabinsk, Mnogostanochnikov, 4;30;55.130338;61.4449
Chelyabinsk, Moldavskaya, 11;126;55.193294;61.303335
Chelyabinsk, Moldavskaya, 17a;198;55.194789;61.300927
Chelyabinsk, Moldavskaya, 19;85;55.192713;61.304143
Chelyabinsk, Moldavskaya, 19a;83;55.192831;61.304979
Chelyabinsk, Moldavskaya, 21a;96;55.191454;61.305419
Chelyabinsk, Moldavskaya, 23;32;55.190477;61.306623
Chelyabinsk, Moldavskaya, 23a;65;55.191089;61.306937
Chelyabinsk, Moldavskaya, 25;45;55.190734;61.308006
Chelyabinsk, Moldavskaya, 27;53;55.189701;61.307242
Chelyabinsk, Molodezhnaya, 11;60;55.242946;61.409282
Chelyabinsk, Molodezhnaya, 2;76;55.244701;61.405195
Chelyabinsk, Molodezhnaya, 20;228;55.241498;61.409713
Chelyabinsk, Molodezhnaya, 3;87;55.244614;61.406928
Chelyabinsk, Molodezhnaya, 7;281;55.243977;61.408159
Chelyabinsk, Molodogvardeyskaya, 1;40;55.082333;61.332503
Chelyabinsk, Molodogvardeyskaya, 1b;53;55.082158;61.333913
Chelyabinsk, Molodogvardeytsev, 12;45;55.199254;61.329188
Chelyabinsk, Molodogvardeytsev, 14;333;55.198864;61.330805
Chelyabinsk, Molodogvardeytsev, 16;149;55.198401;61.32935
Chelyabinsk, Molodogvardeytsev, 17a;345;55.200678;61.332485
Chelyabinsk, Molodogvardeytsev, 19;395;55.19927;61.331703
Chelyabinsk, Molodogvardeytsev, 19a;151;55.199907;61.332458
Chelyabinsk, Molodogvardeytsev, 22;168;55.197466;61.330715
Chelyabinsk, Molodogvardeytsev, 23;32;55.197358;61.333285
Chelyabinsk, Molodogvardeytsev, 24;54;55.1976;61.331811
Chelyabinsk, Molodogvardeytsev, 25;30;55.196084;61.333276
Chelyabinsk, Molodogvardeytsev, 26;302;55.196423;61.331928
Chelyabinsk, Molodogvardeytsev, 30;48;55.196069;61.330302
Chelyabinsk, Molodogvardeytsev, 32;387;55.195077;61.331919
Chelyabinsk, Molodogvardeytsev, 32a;310;55.195472;61.331802
Chelyabinsk, Molodogvardeytsev, 32 korp. a;136;55.195472;61.331802
Chelyabinsk, Molodogvardeytsev, 33;84;55.187738;61.333644
Chelyabinsk, Molodogvardeytsev, 35;106;55.186998;61.334102
Chelyabinsk, Molodogvardeytsev, 35a;36;55.187034;61.33509
Chelyabinsk, Molodogvardeytsev, 36;45;55.193114;61.331236
Chelyabinsk, Molodogvardeytsev, 36a;114;55.192764;61.330221
Chelyabinsk, Molodogvardeytsev, 37a;88;55.186391;61.33474
Chelyabinsk, Molodogvardeytsev, 37v;110;55.186104;61.333509
Chelyabinsk, Molodogvardeytsev, 38;40;55.193217;61.331937
Chelyabinsk, Molodogvardeytsev, 38a;100;55.192954;61.332063
Chelyabinsk, Molodogvardeytsev, 39;294;55.184998;61.333473
Chelyabinsk, Molodogvardeytsev, 39a;83;55.185153;61.334587
Chelyabinsk, Molodogvardeytsev, 39v;458;55.185106;61.336572
Chelyabinsk, Molodogvardeytsev, 4;65;55.200842;61.327859
Chelyabinsk, Molodogvardeytsev, 41;475;55.184392;61.334048
Chelyabinsk, Molodogvardeytsev, 41a 2k;86;55.183847;61.33553
Chelyabinsk, Molodogvardeytsev, 41b;132;55.18449;61.335108
Chelyabinsk, Molodogvardeytsev, 41v;537;55.184099;61.33659
Chelyabinsk, Molodogvardeytsev, 41g;107;55.183986;61.333545
Chelyabinsk, Molodogvardeytsev, 44;159;55.19148;61.331075
Chelyabinsk, Molodogvardeytsev, 44a;51;55.191937;61.331775
Chelyabinsk, Molodogvardeytsev, 45;222;55.182187;61.333527
Chelyabinsk, Molodogvardeytsev, 45a;75;55.182053;61.334425
Chelyabinsk, Molodogvardeytsev, 47a;126;55.18158;61.334102
Chelyabinsk, Molodogvardeytsev, 48;266;55.190719;61.332009
Chelyabinsk, Molodogvardeytsev, 54;68;55.188077;61.332009
Chelyabinsk, Molodogvardeytsev, 56;314;55.186546;61.331991
Chelyabinsk, Molodogvardeytsev, 58;671;55.185394;61.33138
Chelyabinsk, Molodogvardeytsev, 58a;49;55.185389;61.32997
Chelyabinsk, Molodogvardeytsev, 58v;135;55.184413;61.327643
Chelyabinsk, Molodogvardeytsev, 59;349;55.177365;61.333581
Chelyabinsk, Molodogvardeytsev, 6;224;55.200241;61.326889
Chelyabinsk, Molodogvardeytsev, 60a;203;55.184772;61.329808
Chelyabinsk, Molodogvardeytsev, 60b;65;55.183878;61.329071
Chelyabinsk, Molodogvardeytsev, 61;137;55.175946;61.335333
Chelyabinsk, Molodogvardeytsev, 62;139;55.183575;61.331964
Chelyabinsk, Molodogvardeytsev, 64a;278;55.182398;61.329889
Chelyabinsk, Molodogvardeytsev, 64b;716;55.182398;61.331721
Chelyabinsk, Molodogvardeytsev, 65;394;55.175041;61.337803
Chelyabinsk, Molodogvardeytsev, 65 a;118;55.175961;61.339061
Chelyabinsk, Molodogvardeytsev, 66;93;55.182017;61.331946
Chelyabinsk, Molodogvardeytsev, 66a;252;55.181786;61.329161
Chelyabinsk, Molodogvardeytsev, 66b;257;55.181591;61.327661
Chelyabinsk, Molodogvardeytsev, 68;334;55.180598;61.332
Chelyabinsk, Molodogvardeytsev, 68a;61;55.181051;61.330877
Chelyabinsk, Molodogvardeytsev, 68v;110;55.180871;61.329089
Chelyabinsk, Molodogvardeytsev, 70;418;55.179277;61.328649
Chelyabinsk, Molodogvardeytsev, 70a;384;55.179344;61.330994
Chelyabinsk, Molodogvardeytsev, 70v;276;55.180053;61.33103
Chelyabinsk, Molodogvardeytsev, 74;735;55.17647;61.331874
Chelyabinsk, Molodogvardeytsev, 76;297;55.17555;61.331847
Chelyabinsk, Molodogvardeytsev, 8;65;55.199994;61.328272
Chelyabinsk, Monakova, 31;1 008;55.147418;61.41036
Chelyabinsk, Monakova, 33;613;55.147279;61.409417
Chelyabinsk, Monakova, 35;78;55.146723;61.409534
Chelyabinsk, Monakova, 43;50;55.145282;61.408222
Chelyabinsk, Monakova, 6 ak;47;55.149604;61.407926
Chelyabinsk, MOPRa ploschad, 4;163;55.164577;61.419936
Chelyabinsk, MOPRa ploschad, 6;45;55.16451;61.418499
Chelyabinsk, MOPRa ploschad, 9;1 962;55.163055;61.417537
Chelyabinsk, Morozova (Novosineglazovo), 23;47;55.033728;61.374445
Chelyabinsk, Musy Dzhalilya, 1;1 516;55.212216;61.288683
Chelyabinsk, Musy Dzhalilya, 12;451;55.213895;61.282745
Chelyabinsk, Musy Dzhalilya, 13;61;55.212755;61.280652
Chelyabinsk, Musy Dzhalilya, 14;278;55.213618;61.282188
Chelyabinsk, Musy Dzhalilya, 15;135;55.212544;61.280131
Chelyabinsk, Musy Dzhalilya, 16;209;55.213808;61.280347
Chelyabinsk, Musy Dzhalilya, 7;170;55.212411;61.286204
Chelyabinsk, Musy Dzhalilya, 9;66;55.212483;61.282494
Chelyabinsk, Naberezhnaya, 1;67;55.183349;61.408473
Chelyabinsk, Naberezhnaya, 10;173;55.180336;61.406731
Chelyabinsk, Naberezhnaya, 12a;32;55.178712;61.405554
Chelyabinsk, Naberezhnaya, 12b;64;55.177997;61.405797
Chelyabinsk, Naberezhnaya, 14a;55;55.177776;61.406848
Chelyabinsk, Naberezhnaya, 16;211;55.176465;61.406776
Chelyabinsk, Naberezhnaya, 18;111;55.175802;61.406416
Chelyabinsk, Naberezhnaya, 2;142;55.183066;61.407315
Chelyabinsk, Naberezhnaya, 2a;164;55.182978;61.406452
Chelyabinsk, Naberezhnaya, 3;132;55.180727;61.408456
Chelyabinsk, Naberezhnaya, 6;72;55.181632;61.407431
Chelyabinsk, Naberezhnaya, 7;487;55.177617;61.407926
Chelyabinsk, Naberezhnaya, 8;43;55.180974;61.407054
Chelyabinsk, Naberezhnaya, 9v;257;55.176116;61.408276
Chelyabinsk, Narkoma Malysheva, 3;467;55.175807;61.326421
Chelyabinsk, Narkoma Malysheva, 8;209;55.175838;61.324715
Chelyabinsk, Nakhimova, 2;452;55.122694;61.472191
Chelyabinsk, Nakhimova, 3;56;55.12237;61.471374
Chelyabinsk, Nakhimova, 4;153;55.123384;61.470637
Chelyabinsk, Nakhimova, 6;182;55.123507;61.468409
Chelyabinsk, Nakhimova, 7;65;55.12274;61.468193
Chelyabinsk, Nakhimova, 9;90;55.123265;61.465759
Chelyabinsk, Neftebazovaya, 4;43;55.100144;61.349041
Chelyabinsk, Neftebazovaya, 7a;49;55.099686;61.35037
Chelyabinsk, Novaya (Novosineglazovo), 7;225;55.036148;61.367331
Chelyabinsk, Novorossiyskaya, 103;106;55.115182;61.428596
Chelyabinsk, Novorossiyskaya, 103a;134;55.115125;61.427194
Chelyabinsk, Novorossiyskaya, 104;40;55.115172;61.451422
Chelyabinsk, Novorossiyskaya, 118;205;55.116444;61.445798
Chelyabinsk, Novorossiyskaya, 12;62;55.102704;61.490427
Chelyabinsk, Novorossiyskaya, 122;215;55.117046;61.438477
Chelyabinsk, Novorossiyskaya, 128;64;55.116603;61.431803
Chelyabinsk, Novorossiyskaya, 130a;44;55.116511;61.426835
Chelyabinsk, Novorossiyskaya, 130b;336;55.117875;61.427581
Chelyabinsk, Novorossiyskaya, 132;74;55.116928;61.426197
Chelyabinsk, Novorossiyskaya, 132a;60;55.117865;61.426709
Chelyabinsk, Novorossiyskaya, 136a;148;55.118029;61.425865
Chelyabinsk, Novorossiyskaya, 140;35;55.118688;61.425757
Chelyabinsk, Novorossiyskaya, 140a;83;55.118663;61.424904
Chelyabinsk, Novorossiyskaya, 142;241;55.117911;61.423475
Chelyabinsk, Novorossiyskaya, 146;188;55.118683;61.42087
Chelyabinsk, Novorossiyskaya, 17;148;55.103276;61.488882
Chelyabinsk, Novorossiyskaya, 17b;1 678;55.102354;61.487184
Chelyabinsk, Novorossiyskaya, 18;185;55.104914;61.488693
Chelyabinsk, Novorossiyskaya, 18a;207;55.105161;61.489564
Chelyabinsk, Novorossiyskaya, 19;52;55.103827;61.488433
Chelyabinsk, Novorossiyskaya, 20;175;55.105738;61.488019
Chelyabinsk, Novorossiyskaya, 21;67;55.104393;61.488037
Chelyabinsk, Novorossiyskaya, 22;66;55.10649;61.487741
Chelyabinsk, Novorossiyskaya, 25;67;55.105825;61.48686
Chelyabinsk, Novorossiyskaya, 25a;115;55.105856;61.485845
Chelyabinsk, Novorossiyskaya, 34;43;55.108441;61.482037
Chelyabinsk, Novorossiyskaya, 34b;371;55.108452;61.482935
Chelyabinsk, Novorossiyskaya, 36;47;55.108694;61.480977
Chelyabinsk, Novorossiyskaya, 38;32;55.108946;61.479899
Chelyabinsk, Novorossiyskaya, 39;93;55.107061;61.484722
Chelyabinsk, Novorossiyskaya, 40;43;55.10942;61.479288
Chelyabinsk, Novorossiyskaya, 41;59;55.10737;61.484345
Chelyabinsk, Novorossiyskaya, 47;221;55.10753;61.481785
Chelyabinsk, Novorossiyskaya, 47a;133;55.106917;61.481039
Chelyabinsk, Novorossiyskaya, 47b;50;55.106196;61.480482
Chelyabinsk, Novorossiyskaya, 49;493;55.10737;61.480051
Chelyabinsk, Novorossiyskaya, 49a;65;55.106577;61.478461
Chelyabinsk, Novorossiyskaya, 53;153;55.108096;61.478623
